epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
124,16155.3,0.91866,0.63479,0.83524,0.72718,0.47252,0.54698,0.39126,1.04543,0.8581,0.86685,0.000870577,0.000870577,0.000870577
125,16281.8,0.918,0.63053,0.83336,0.7292,0.47165,0.54696,0.39079,1.04593,0.85842,0.86695,0.000815947,0.000815947,0.000815947
126,16408.6,0.91686,0.62851,0.83044,0.72205,0.47339,0.54756,0.39047,1.04582,0.85896,0.867,0.000763174,0.000763174,0.000763174
127,16536.2,0.9161,0.63041,0.83216,0.71868,0.4722,0.5474,0.39043,1.04568,0.85882,0.86702,0.000712282,0.000712282,0.000712282
128,16664,0.91333,0.63145,0.82847,0.71966,0.47205,0.54766,0.39089,1.04629,0.85973,0.86694,0.000663292,0.000663292,0.000663292
129,16791.4,0.90825,0.61932,0.8315,0.71543,0.47289,0.54746,0.39082,1.04611,0.86023,0.86701,0.000616227,0.000616227,0.000616227
130,16918.5,0.90651,0.6224,0.83115,0.72169,0.46999,0.5475,0.39057,1.0456,0.86047,0.86697,0.000571106,0.000571106,0.000571106
131,17045.8,0.90489,0.61842,0.83007,0.71949,0.47144,0.5478,0.39065,1.04604,0.86089,0.86694,0.00052795,0.00052795,0.00052795
132,17173.3,0.90148,0.61776,0.83103,0.72052,0.47124,0.54768,0.39021,1.04516,0.86075,0.86687,0.000486777,0.000486777,0.000486777
133,17300.3,0.89648,0.61373,0.82987,0.74646,0.4655,0.54699,0.39073,1.04489,0.86114,0.86688,0.000447606,0.000447606,0.000447606
134,17427.5,0.90672,0.62146,0.83112,0.74541,0.46548,0.54664,0.39041,1.04488,0.86145,0.86696,0.000410454,0.000410454,0.000410454
135,17554.6,0.90125,0.61421,0.82779,0.74593,0.46469,0.5467,0.39005,1.0445,0.86179,0.867,0.000375337,0.000375337,0.000375337
136,17682.3,0.8981,0.61473,0.83004,0.74761,0.46483,0.54633,0.39,1.04415,0.86209,0.86696,0.00034227,0.00034227,0.00034227
137,17810,0.89657,0.61031,0.82763,0.74581,0.46637,0.54623,0.39003,1.0437,0.86198,0.86698,0.000311268,0.000311268,0.000311268
138,17937.5,0.89892,0.61817,0.82822,0.73591,0.46879,0.54576,0.39037,1.0432,0.86254,0.86687,0.000282345,0.000282345,0.000282345
139,18065,0.89953,0.6136,0.82983,0.73847,0.46789,0.54578,0.3901,1.04327,0.86355,0.8669,0.000255513,0.000255513,0.000255513
140,18192.1,0.89312,0.61069,0.83197,0.7398,0.4675,0.54621,0.39044,1.04314,0.86378,0.86695,0.000230784,0.000230784,0.000230784
141,18335.3,0.78317,0.49186,0.83352,0.73978,0.46689,0.54602,0.39014,1.04288,0.86464,0.86688,0.000208169,0.000208169,0.000208169
142,18462.1,0.77865,0.48777,0.82985,0.73863,0.46611,0.54587,0.3898,1.04279,0.86502,0.8669,0.000187678,0.000187678,0.000187678
143,18589,0.77012,0.48201,0.82939,0.74028,0.46541,0.54598,0.39029,1.04265,0.86616,0.86682,0.00016932,0.00016932,0.00016932
144,18715.9,0.778,0.48523,0.83043,0.74182,0.46456,0.54638,0.39062,1.04246,0.86679,0.8668,0.000153102,0.000153102,0.000153102
145,18844.2,0.77168,0.48336,0.82623,0.74306,0.46442,0.54588,0.39028,1.04191,0.86811,0.86665,0.000139032,0.000139032,0.000139032
146,18972.5,0.7655,0.48162,0.82659,0.74328,0.4643,0.54598,0.39062,1.04193,0.86897,0.86678,0.000127117,0.000127117,0.000127117
147,19101.3,0.77023,0.48232,0.82719,0.72418,0.46828,0.54637,0.39105,1.04156,0.87129,0.86662,0.00011736,0.00011736,0.00011736
148,19229.3,0.76714,0.48052,0.82846,0.72274,0.46757,0.54616,0.39109,1.04116,0.87156,0.86664,0.000109768,0.000109768,0.000109768
149,19357.6,0.77099,0.48299,0.82791,0.71946,0.46878,0.54553,0.39068,1.04072,0.87226,0.86672,0.000104342,0.000104342,0.000104342
150,19486.1,0.76734,0.47789,0.82863,0.71892,0.46825,0.54557,0.39015,1.04095,0.87393,0.86677,0.000101086,0.000101086,0.000101086
