epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,3120.83,1.14434,1.10913,1.23462,0.85657,0.78012,0.86579,0.62918,1.05285,0.71204,1.25848,0.0449641,0.0449641,0.0449641
33,3214.36,1.14908,1.10887,1.2402,0.85788,0.77947,0.86381,0.6238,1.05803,0.70804,1.26237,0.0446464,0.0446464,0.0446464
34,3307.8,1.14639,1.09691,1.24274,0.87892,0.76145,0.86591,0.62959,1.04459,0.70088,1.25283,0.0443202,0.0443202,0.0443202
35,3401.61,1.14404,1.10076,1.23875,0.8516,0.78949,0.87162,0.63642,1.04193,0.70025,1.24829,0.0439856,0.0439856,0.0439856
36,3495.24,1.14563,1.09996,1.23724,0.85635,0.77641,0.86803,0.63359,1.03934,0.70132,1.24535,0.0436428,0.0436428,0.0436428
37,3589.07,1.13009,1.09,1.23259,0.84693,0.79132,0.87115,0.63553,1.0353,0.69185,1.24179,0.043292,0.043292,0.043292
38,3682.88,1.13341,1.091,1.22861,0.85096,0.79257,0.87252,0.63646,1.03136,0.6883,1.24211,0.0429332,0.0429332,0.0429332
39,3776.78,1.13219,1.07598,1.2263,0.85496,0.80057,0.87403,0.64179,1.02087,0.68234,1.23442,0.0425667,0.0425667,0.0425667
40,3873.65,1.12814,1.07314,1.22656,0.85303,0.79814,0.87345,0.64211,1.01776,0.6799,1.23458,0.0421925,0.0421925,0.0421925
41,3971.05,1.1286,1.07415,1.22616,0.86328,0.79318,0.87512,0.6442,1.01469,0.67684,1.22975,0.041811,0.041811,0.041811
42,4068.2,1.1241,1.07298,1.22631,0.88114,0.78505,0.87584,0.64618,1.00985,0.67296,1.22612,0.0414222,0.0414222,0.0414222
43,4166.57,1.12641,1.06191,1.22787,0.88845,0.78372,0.87687,0.64697,1.00576,0.6715,1.22636,0.0410262,0.0410262,0.0410262
44,4263.61,1.12075,1.06724,1.22146,0.88998,0.78066,0.87778,0.64729,1.00588,0.67194,1.22679,0.0406234,0.0406234,0.0406234
45,4359.98,1.12407,1.06434,1.22571,0.88345,0.7797,0.87673,0.64704,1.00444,0.67071,1.2264,0.0402138,0.0402138,0.0402138
46,4456.95,1.11585,1.05264,1.21825,0.88035,0.7868,0.8769,0.64687,1.00474,0.67023,1.22665,0.0397977,0.0397977,0.0397977
47,4555.25,1.11426,1.04048,1.21771,0.88203,0.78438,0.87716,0.64891,1.00328,0.67023,1.22578,0.0393752,0.0393752,0.0393752
48,4652.04,1.10923,1.03981,1.21291,0.87647,0.78811,0.87751,0.64917,1.00242,0.67088,1.22457,0.0389464,0.0389464,0.0389464
49,4748.19,1.10567,1.0336,1.21001,0.88363,0.78182,0.87766,0.64929,1.00186,0.66762,1.22389,0.0385117,0.0385117,0.0385117
50,4845.65,1.1052,1.03852,1.2162,0.8446,0.81715,0.87792,0.64917,1.00319,0.66605,1.22545,0.0380712,0.0380712,0.0380712
51,4943.78,1.10348,1.0313,1.20911,0.85511,0.80871,0.87815,0.64956,1.00335,0.66483,1.22519,0.037625,0.037625,0.037625
52,5040.84,1.10692,1.03081,1.21725,0.86444,0.805,0.87828,0.6515,1.00173,0.66282,1.22384,0.0371734,0.0371734,0.0371734
53,5137.41,1.10145,1.02591,1.20803,0.86121,0.80852,0.87931,0.65202,0.99869,0.66093,1.22177,0.0367166,0.0367166,0.0367166
54,5234.89,1.09882,1.02001,1.21119,0.86142,0.80623,0.87933,0.65272,0.99625,0.65974,1.22011,0.0362547,0.0362547,0.0362547
55,5332.46,1.09608,1.01011,1.20939,0.86119,0.80915,0.88009,0.65278,0.99564,0.65779,1.21943,0.035788,0.035788,0.035788
56,5429.94,1.09459,1.02139,1.20984,0.86847,0.80362,0.87988,0.6526,0.99504,0.65549,1.21892,0.0353167,0.0353167,0.0353167
57,5527.53,1.0924,1.00164,1.204,0.87044,0.80189,0.8805,0.65333,0.99544,0.65442,1.21905,0.034841,0.034841,0.034841
58,5625.12,1.09206,1.00603,1.20679,0.85716,0.81051,0.88152,0.65345,0.99573,0.65336,1.21899,0.0343611,0.0343611,0.0343611
59,5722.24,1.09609,1.00582,1.20797,0.85617,0.81217,0.88296,0.65413,0.99541,0.65239,1.21839,0.0338772,0.0338772,0.0338772
60,5818.86,1.0931,0.99999,1.20255,0.85561,0.81522,0.88309,0.65473,0.9943,0.65085,1.21766,0.0333894,0.0333894,0.0333894
61,5915.77,1.08876,0.99163,1.20229,0.85967,0.81159,0.88315,0.65442,0.99422,0.64923,1.21758,0.0328982,0.0328982,0.0328982
62,6013.12,1.08072,0.99128,1.19604,0.86342,0.80637,0.88343,0.65464,0.9935,0.64852,1.21707,0.0324035,0.0324035,0.0324035
63,6110,1.08569,0.99739,1.20479,0.86237,0.81014,0.88359,0.65501,0.99343,0.64781,1.2168,0.0319058,0.0319058,0.0319058
64,6207.25,1.0795,0.9833,1.19527,0.86528,0.81043,0.88398,0.6556,0.99276,0.64619,1.21597,0.0314051,0.0314051,0.0314051
65,6304.8,1.08375,0.98469,1.20082,0.86217,0.81269,0.88492,0.65638,0.99158,0.64418,1.21516,0.0309017,0.0309017,0.0309017
66,6401.72,1.07698,0.97884,1.19701,0.86628,0.81175,0.88568,0.65742,0.9917,0.64315,1.21535,0.0303958,0.0303958,0.0303958
67,6498.35,1.07693,0.9742,1.19551,0.8705,0.80459,0.88524,0.65714,0.99204,0.64235,1.21539,0.0298877,0.0298877,0.0298877
68,6595.82,1.07482,0.9713,1.19206,0.87414,0.80251,0.88547,0.65728,0.99137,0.64098,1.21514,0.0293775,0.0293775,0.0293775
69,6694.47,1.06711,0.95777,1.18558,0.87398,0.80303,0.88596,0.65796,0.99124,0.64006,1.2153,0.0288656,0.0288656,0.0288656
70,6792.77,1.0698,0.95567,1.19221,0.87214,0.80929,0.88779,0.65914,0.99044,0.63892,1.21471,0.028352,0.028352,0.028352
71,6891.13,1.05934,0.93807,1.18363,0.87138,0.80929,0.88835,0.66024,0.98962,0.63776,1.21447,0.0278371,0.0278371,0.0278371
72,6988.4,1.06465,0.94935,1.18814,0.87276,0.80924,0.88861,0.66088,0.98892,0.63694,1.21396,0.027321,0.027321,0.027321
73,7085.42,1.05671,0.94161,1.17988,0.87605,0.80696,0.88894,0.66267,0.98817,0.63594,1.21327,0.0268041,0.0268041,0.0268041
74,7183.91,1.05813,0.94226,1.18418,0.8764,0.8062,0.88943,0.66256,0.98852,0.63498,1.21355,0.0262864,0.0262864,0.0262864
75,7281.6,1.05613,0.93453,1.18399,0.87846,0.80489,0.88983,0.66253,0.9881,0.63351,1.2134,0.0257683,0.0257683,0.0257683
76,7379.39,1.05355,0.9296,1.1789,0.87551,0.80729,0.89015,0.66298,0.98765,0.63228,1.21299,0.02525,0.02525,0.02525
77,7477.07,1.05038,0.93194,1.17467,0.87642,0.80636,0.89065,0.66321,0.98742,0.63093,1.21298,0.0247317,0.0247317,0.0247317
78,7574.77,1.0528,0.92149,1.17311,0.85752,0.82345,0.88937,0.66292,0.98713,0.6292,1.21262,0.0242136,0.0242136,0.0242136
79,7671.68,1.05297,0.93,1.1729,0.85791,0.82408,0.89003,0.6634,0.98639,0.62785,1.21194,0.0236959,0.0236959,0.0236959
80,7769.51,1.04586,0.92172,1.17151,0.86173,0.82187,0.89223,0.66546,0.98609,0.62702,1.2114,0.023179,0.023179,0.023179
81,7867.39,1.0374,0.89887,1.16575,0.86522,0.82206,0.89298,0.66574,0.98576,0.62591,1.21096,0.0226629,0.0226629,0.0226629
82,7965.18,1.03933,0.89933,1.17264,0.86872,0.81775,0.89317,0.66604,0.98519,0.62457,1.21056,0.022148,0.022148,0.022148
83,8063.07,1.03321,0.89864,1.16689,0.86916,0.81741,0.89325,0.66642,0.9844,0.62306,1.2099,0.0216344,0.0216344,0.0216344
84,8160.9,1.0318,0.89304,1.16413,0.86727,0.82143,0.89321,0.66689,0.98343,0.62153,1.20906,0.0211225,0.0211225,0.0211225
85,8259.1,1.03006,0.89324,1.16397,0.86932,0.82231,0.8932,0.66728,0.98374,0.62055,1.20905,0.0206123,0.0206123,0.0206123
86,8356.23,1.02934,0.88748,1.16433,0.8691,0.82161,0.89318,0.66667,0.98382,0.61986,1.20883,0.0201042,0.0201042,0.0201042
87,8455.22,1.02191,0.88034,1.16068,0.86945,0.82056,0.89339,0.66689,0.984,0.61882,1.20851,0.0195983,0.0195983,0.0195983
88,8552.6,1.01815,0.86722,1.1546,0.87081,0.81975,0.89366,0.66701,0.98379,0.6179,1.20808,0.0190949,0.0190949,0.0190949
89,8650.65,1.00983,0.86644,1.15207,0.86649,0.82362,0.89409,0.66786,0.98322,0.61691,1.20754,0.0185942,0.0185942,0.0185942
90,8749.12,1.00948,0.86128,1.14959,0.86249,0.82675,0.89375,0.66872,0.98274,0.61575,1.20679,0.0180965,0.0180965,0.0180965
91,8846.34,1.00962,0.85209,1.14771,0.86047,0.82899,0.89394,0.66894,0.98185,0.61461,1.20596,0.0176018,0.0176018,0.0176018
92,8942.73,1.00479,0.85227,1.1464,0.86239,0.82741,0.89436,0.6694,0.98143,0.61363,1.20548,0.0171106,0.0171106,0.0171106
93,9040.25,1.00574,0.84293,1.14501,0.86134,0.82767,0.8942,0.66996,0.98072,0.61248,1.20488,0.0166228,0.0166228,0.0166228
94,9137.14,0.99845,0.843,1.13638,0.86191,0.82753,0.89442,0.66962,0.98052,0.61218,1.20424,0.0161389,0.0161389,0.0161389
95,9235.29,0.99185,0.83085,1.13967,0.86117,0.82769,0.89436,0.6698,0.98013,0.61157,1.20379,0.015659,0.015659,0.015659
96,9332.07,0.99235,0.83263,1.13531,0.86454,0.82624,0.89482,0.67073,0.97985,0.61129,1.20331,0.0151833,0.0151833,0.0151833
97,9428.29,0.98718,0.81639,1.13685,0.8648,0.82678,0.8945,0.67133,0.97971,0.61094,1.20268,0.014712,0.014712,0.014712
98,9526.18,0.98293,0.8201,1.13569,0.86753,0.82519,0.89458,0.67182,0.97951,0.61021,1.20185,0.0142453,0.0142453,0.0142453
99,9623.48,0.98078,0.81364,1.13089,0.87085,0.81937,0.89477,0.67195,0.97949,0.61026,1.20144,0.0137834,0.0137834,0.0137834
100,9721.41,0.98077,0.81193,1.12688,0.87336,0.81785,0.8949,0.67204,0.97946,0.61047,1.20092,0.0133266,0.0133266,0.0133266
101,9819.09,0.97779,0.80058,1.12953,0.87477,0.81721,0.89469,0.67218,0.97944,0.61072,1.20036,0.012875,0.012875,0.012875
102,9915.8,0.97506,0.80615,1.12765,0.87359,0.82016,0.89433,0.67205,0.97944,0.6113,1.19982,0.0124288,0.0124288,0.0124288
103,10012.7,0.97111,0.80014,1.12177,0.87541,0.81914,0.89399,0.67234,0.97879,0.61171,1.19907,0.0119883,0.0119883,0.0119883
104,10111,0.96481,0.78922,1.11733,0.8769,0.81695,0.89254,0.6724,0.9786,0.61198,1.19854,0.0115536,0.0115536,0.0115536
105,10208.2,0.95981,0.77783,1.11761,0.87658,0.81984,0.89267,0.67254,0.97888,0.61303,1.1984,0.0111248,0.0111248,0.0111248
106,10303.8,0.95863,0.77977,1.11391,0.87254,0.81961,0.89183,0.67186,0.97882,0.61431,1.19775,0.0107023,0.0107023,0.0107023
107,10400.4,0.95355,0.76795,1.1109,0.87432,0.81708,0.89158,0.67222,0.9789,0.61562,1.19729,0.0102862,0.0102862,0.0102862
